gaara: .word 48, 56
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,5,199,5,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,5,199,199,5,5,7,5,199,5,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,5,199,199,5,5,7,7,7,7,5,5,199,199,5,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,5,7,7,7,7,7,7,7,7,7,5,5,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,5,7,7,7,7,7,7,7,7,7,7,5,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,5,5,5,5,5,5,7,7,7,7,7,7,5,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,5,111,5,111,111,5,7,7,7,7,7,7,7,5,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,0,0,0,111,111,5,5,7,7,7,7,5,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,0,0,111,111,111,111,5,5,7,7,7,5,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,111,111,111,111,111,111,111,5,111,5,7,7,199,5,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,111,111,111,111,111,111,111,111,5,5,199,5,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,92,92,199,199,102,102,102,0,0,111,111,111,111,111,111,111,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,92,92,92,0,102,102,102,111,111,111,111,111,111,111,111,111,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,92,0,102,102,102,102,102,102,111,111,111,111,111,111,111,246,246,246,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,0,102,102,102,19,19,19,19,19,111,111,111,111,111,246,255,255,255,255,246,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,102,102,102,82,19,20,19,20,19,111,111,111,111,111,246,255,255,255,255,246,246,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,111,111,199,199,199,199,199,199,199,199,199,199,199,102,82,82,82,19,20,19,20,19,111,111,111,111,246,255,255,246,246,246,82,82,82,82,199,199,199,199,199,199,199,199,199,199,
111,111,111,111,111,111,199,199,199,199,199,199,199,199,164,164,164,82,82,19,20,19,20,19,19,19,19,19,255,255,246,255,0,0,82,82,82,82,82,199,199,199,199,199,199,199,199,199,
111,111,111,111,111,111,111,111,199,199,199,199,111,111,164,164,111,111,111,111,20,20,19,20,82,82,246,246,255,246,255,255,82,82,82,82,82,82,82,199,199,199,199,199,199,199,199,199,
111,111,111,111,111,111,111,111,111,111,111,111,111,111,164,164,111,111,111,111,111,111,19,20,246,246,255,255,255,255,0,0,164,82,82,82,82,82,82,199,199,199,199,199,199,199,199,199,
199,199,111,111,111,111,111,111,111,111,111,111,111,111,111,164,111,111,111,111,111,111,111,111,255,255,255,255,0,0,164,164,164,164,82,82,82,82,82,199,199,199,199,199,199,199,199,199,
199,199,199,199,111,111,111,111,111,111,111,111,111,111,111,164,111,111,111,111,111,111,111,111,111,111,111,111,111,164,164,164,164,164,164,82,82,82,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,111,111,111,111,111,111,111,111,111,111,164,164,111,111,111,111,111,111,111,111,111,111,111,111,164,164,164,164,164,164,101,101,101,101,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,82,82,82,246,246,111,111,111,111,111,111,111,111,111,164,164,164,92,102,102,102,102,102,101,101,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,82,246,255,255,255,246,111,111,111,111,111,111,111,111,164,82,102,92,102,102,102,102,102,102,0,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,82,246,255,246,255,246,20,20,20,82,82,82,82,82,82,82,102,102,92,102,102,102,102,0,102,0,101,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,246,255,246,255,246,20,19,19,20,20,82,82,82,82,82,82,102,102,92,102,102,102,0,102,0,0,101,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,246,246,255,246,20,20,20,20,19,20,20,82,82,82,82,82,102,102,92,102,102,0,102,0,102,0,0,101,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,246,255,255,246,19,20,19,20,19,19,20,20,82,82,82,82,102,92,102,102,0,0,0,102,102,0,102,101,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,246,255,246,82,246,19,20,20,20,20,19,20,20,82,82,82,102,102,92,102,0,102,102,0,0,102,102,101,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,246,246,82,82,255,255,19,20,19,20,20,19,19,20,82,82,102,92,92,102,102,0,0,0,102,102,102,101,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,246,82,82,82,246,255,255,19,20,20,20,20,20,19,20,20,102,102,102,102,102,102,102,102,92,92,102,101,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,82,82,82,82,255,255,255,255,19,20,19,19,20,20,19,19,102,102,102,102,102,102,102,102,92,102,102,101,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,82,82,82,82,82,255,246,255,255,82,19,20,20,19,20,20,19,19,102,102,102,102,102,92,92,92,102,101,101,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,82,82,82,82,82,82,255,246,246,255,82,82,82,19,20,20,20,20,19,102,102,102,102,102,102,102,92,102,101,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,82,82,82,82,82,82,82,255,255,246,255,82,82,82,82,19,19,19,19,19,82,82,102,102,101,101,102,101,102,101,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,82,82,82,82,82,82,82,255,246,246,255,82,82,82,82,82,82,82,82,82,82,82,102,102,102,101,101,101,101,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,82,82,82,82,82,82,82,255,246,246,255,82,82,82,82,82,82,82,82,82,82,82,82,102,102,102,101,101,101,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,82,82,82,82,82,82,82,255,246,246,255,82,82,82,82,82,82,82,82,82,82,82,82,82,102,101,101,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,82,82,82,82,82,82,82,0,255,246,246,255,246,82,82,82,82,82,82,82,82,82,82,82,82,101,101,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,82,82,82,82,82,82,0,0,199,255,255,255,255,246,199,199,82,82,82,82,82,82,82,82,82,82,82,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,82,82,82,82,82,82,0,0,199,255,255,255,255,246,199,199,82,82,82,82,82,82,82,82,82,82,82,82,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,82,82,82,82,82,82,0,0,199,246,246,255,246,199,199,199,82,82,82,82,82,82,82,82,82,82,82,82,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,82,82,82,82,82,82,0,0,199,199,199,255,246,199,199,199,199,199,82,82,82,82,82,82,82,82,82,82,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,82,82,82,82,0,0,0,0,199,199,199,199,246,199,199,199,199,199,82,82,82,82,82,82,82,82,255,255,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,255,255,82,82,0,0,199,199,199,199,199,199,199,199,199,199,199,199,199,199,82,82,82,82,82,255,255,255,255,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,255,255,255,82,0,0,199,199,199,199,199,199,199,199,199,199,199,199,199,199,82,82,82,82,255,255,255,255,255,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,255,255,255,255,0,0,199,199,199,199,0,0,0,0,0,0,0,0,199,199,199,199,82,255,255,255,255,255,255,255,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,199,199,199,255,255,255,255,255,255,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,199,199,255,255,255,0,0,82,82,199,199,199,
199,199,199,199,199,0,0,0,0,0,0,0,255,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,82,82,82,82,82,199,199,199,
199,199,199,65,0,0,0,0,0,82,82,82,82,82,82,0,0,0,0,0,0,0,0,199,199,199,199,199,199,199,199,0,0,0,0,0,0,0,0,111,82,82,82,82,82,82,82,199,
199,199,199,66,0,111,111,82,82,82,82,82,82,82,111,111,111,0,0,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,0,0,0,0,0,0,82,82,82,82,111,111,199,
199,199,199,199,199,111,111,82,82,82,82,82,82,82,111,0,0,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,0,0,0,0,82,82,111,111,199,


